"id","transactionSuccessful","sourceAccount","type","typeI","createdAt","transactionHash","assetType","from","to","amount"
"72986921881640961","true","GACC7K7L5LJ7XV5ZAWPVJ76CBLOQWXPUBG3R7ROIYZCBBTYQFXVGH7KT","payment","1","2024-09-08T11:16:52Z","4fcb9d3eefb3096c2e56174cffd168b0268f1d0c3bb92ba595685b4e22d3a47b","native","GACC7K7L5LJ7XV5ZAWPVJ76CBLOQWXPUBG3R7ROIYZCBBTYQFXVGH7KT","GCK6YAU4ZQQZ4VPROWH6RZN2ZBSRUBWX3DN2RPGWH7ETVOOYAFHATQJV","0.0001000"
